time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
9998,-1.26,-0.02,-0.05,0.13,-0.11,0.14
9999,-1.26,-0.02,-0.05,-0.08,-0.11,-0.17
10000,-1.16,-0.02,0.05,0.03,-0.11,0.04
10001,-1.26,-0.02,-0.05,0.03,-0.00,-0.07
10002,-1.16,-0.02,-0.05,-0.08,-0.00,-0.17
10003,-1.16,-0.02,-0.05,0.03,-0.00,-0.07
10004,-1.26,-0.02,-0.05,0.13,-0.11,-0.07
10005,-1.26,-0.13,-0.05,0.03,-0.00,-0.07
10006,-1.16,-0.02,-0.05,0.13,-0.11,-0.07
10007,-1.26,-0.02,-0.05,-0.08,-0.00,-0.07
10008,-1.16,0.08,-0.05,-0.08,-0.11,-0.07
10009,-1.16,0.08,0.05,-0.08,-0.11,-0.07
10010,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10011,-1.26,-0.02,-0.05,-0.08,-0.11,-0.07
10012,-1.16,-0.02,-0.16,0.13,0.10,0.14
10013,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
10014,-1.16,-0.02,-0.05,0.03,-0.21,-0.17
10015,-1.26,-0.02,0.05,0.03,-0.00,0.04
10016,-1.26,-0.02,-0.05,0.03,-0.11,-0.07
10017,-1.16,-0.02,0.05,0.03,-0.11,0.04
10018,-1.26,-0.13,-0.05,-0.08,-0.11,-0.07
10019,-1.26,-0.02,-0.05,0.03,-0.21,-0.07
10020,-1.16,0.08,-0.05,-0.08,-0.11,-0.07
10021,-1.16,-0.13,-0.05,0.13,-0.11,-0.07
10022,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10023,-1.16,-0.02,-0.05,0.13,-0.00,-0.07
10024,-1.26,-0.02,-0.05,0.03,-0.21,-0.17
10025,-1.26,-0.02,-0.05,0.03,-0.00,0.04
10026,-1.26,-0.13,-0.05,0.03,-0.11,-0.07
10027,-1.26,0.08,-0.05,-0.08,-0.00,-0.07
10028,-1.26,-0.02,-0.05,0.03,-0.11,-0.17
